Date,Photosynthetic rate,Transpiration rate,Transpiration rate(gram),Total conductance,Solar radiation,Maximum solar radiation,Minimum solar radiation,Vapor pressure deficit,Maximum vapor pressure deficit,Minimum vapor pressure deficit,Vapor pressure deficit(gram),Maximum vapor pressure deficit(gram),Minimum vapor pressure deficit(gram),Temperature outside chamber,Maximum temperature outside chamber,Minimum temperature outside chamber,Temperature inside chamber,Maximum temperature inside chamber,Minimum temperature inside chamber,Relative humidity outside chamber,Maximum relative humidity outside chamber,Minimum relative humidity outside chamber,Relative humidity inside chamber,Maximum relative humidity inside chamber,Minimum relative humidity inside chamber,H2O concentration inside chamber(gram),Maximum H2O concentration inside chamber(gram),Minimum H2O concentration inside chamber(gram),CO2 concentration air sampling average,Maximum CO2 concentration air sampling average,Minimum CO2 concentration air sampling average,enable,reason
2019/10/23 21:00:00 JST,0.057648064,0.026030243,0.000468544,5.434628105,0,0,0,4.787320092,5.243414427,4.447344738,3.583220231,3.922138719,3.331067383,20.62732639,20.84677193,20.40436842,20.71116996,20.95019298,20.51261404,78.99394006,80.19204386,77.55383333,80.15123099,81.32838596,78.5070614,14.46416784,14.57084722,14.32933251,512.3634259,542.25,482.0555556,TRUE,
2019/10/23 23:00:00 JST,-0.169482183,0.022842513,0.000411165,5.45830776,0,0,0,4.195217711,4.427209956,3.965260758,3.144597667,3.316457922,2.973086124,20.24927668,20.39053509,20.17265789,20.28945504,20.47168421,20.20729825,80.91019846,81.82582456,80.21653509,82.14439912,83.03537719,81.36550877,14.46450745,14.55156128,14.39528825,571.7951389,596,545.3055556,TRUE,
2019/10/24 01:00:00 JST,-0.439756152,0.016534804,0.000297626,4.263371308,0,0,0,3.884503293,3.96881099,3.815957663,2.911982575,2.975590191,2.862157325,20.26753363,20.65950877,19.97692982,20.26285234,20.55438596,20.08619298,82.2845837,82.6157193,81.63236842,83.43713304,83.81201754,83.03665789,14.670279,14.98833202,14.52852156,613.0706019,624.7222222,597.4166667,TRUE,
2019/10/24 03:00:00 JST,-0.878421671,-0.001226158,-2.21E-05,-0.280015583,0,0,0,3.876662167,3.944168855,3.826983006,2.900044664,2.948355662,2.863221502,20.9050145,21.14322807,20.68395614,20.87495054,21.15987719,20.57737719,83.20816557,83.63920175,82.64770175,84.08302851,84.27808772,83.85078947,15.32037261,15.58493879,15.01538008,624.9143519,626.7777778,621.75,FALSE,auto omit
2019/10/24 05:00:00 JST,-1.213916268,0.002249192,4.05E-05,0.578838515,0,0,0,3.892337258,3.929091595,3.855998781,2.907758452,2.936315407,2.879654617,21.23388085,21.32947368,21.15163158,21.28270504,21.37953509,21.17205263,84.04477961,84.31600877,83.67351754,84.41265716,84.65035088,84.15914912,15.74783101,15.88043442,15.60012273,618.4548611,628.3611111,592.6944444,TRUE,
2019/10/24 07:00:00 JST,-1.156315543,0.013926856,0.000250683,3.63046485,1.399478261,3.502236842,0,3.836460628,3.849610411,3.825537573,2.864053077,2.874754461,2.855785913,21.41923951,21.48121053,21.34072807,21.48420404,21.53333333,21.39276316,84.52811175,84.65470175,84.35805263,84.82534935,84.88554386,84.68811404,16.0100945,16.05689559,15.89967601,569.3309179,589.7777778,549.3333333,TRUE,
2019/10/24 09:00:00 JST,-1.114068,0.061258439,0.001102652,12.80214157,40.29269189,129.3384211,4.153815789,4.341766782,6.238521082,3.835330452,3.23128434,4.6046691,2.86281832,22.20086623,24.94895614,21.45535965,22.23179751,24.79310526,21.52522807,83.37928034,84.60128947,79.48484211,83.71616009,84.87417544,79.85375439,16.50357595,18.2016585,16.05665761,492.212963,551.1388889,430.0555556,TRUE,
2019/10/24 11:00:00 JST,3.562389419,0.589482761,0.01061069,77.84738619,90.09459028,123.9466053,52.98965789,7.505783057,8.108850779,6.575086069,5.535254922,5.969224264,4.849132317,25.16708589,25.72274561,24.39264912,25.09159284,25.64450877,24.40669298,75.6071451,78.71985088,74.58819298,76.13286148,79.07982456,75.03415789,17.65296614,18.300103,16.85629426,422.9502315,427.5833333,418.3055556,TRUE,
2019/10/24 13:00:00 JST,0.408604358,0.481825704,0.008672863,66.12830038,55.83533845,90.96042105,36.20064035,7.27565712,7.434550891,7.098058707,5.385977159,5.493191938,5.264548122,23.87678034,24.49335088,23.25198246,23.96885051,24.53940351,23.39450877,75.74158333,76.32872807,75.11079825,75.24602851,75.7365614,74.63786842,16.37863397,17.00891552,15.72618941,428.3125,438.1944444,420.6944444,TRUE,
2019/10/24 15:00:00 JST,0.581605557,0.182539204,0.003285706,26.65939568,21.82676352,40.22414035,14.20442105,6.731646055,7.17146385,6.315339721,4.988346339,5.317388895,4.67616956,23.43200402,23.68657018,23.20939474,23.67871637,23.90682456,23.45385965,77.34499488,78.47635088,76.18488596,76.68397624,78.43218421,74.89991228,16.41550691,17.00612066,15.86660647,442.193287,445.3611111,434.4722222,TRUE,
2019/10/24 17:00:00 JST,0.519906985,0.070395619,0.001267121,11.12896972,3.554951389,13.74288596,0,6.207519481,6.938454721,5.455294752,4.605770452,5.148447316,4.055744645,23.02609795,23.71013158,22.47884211,23.28562244,23.93268421,22.70508772,78.47360124,80.2520614,76.47653509,78.00328326,79.96935088,75.38780702,16.3287008,17.06576645,15.71524512,462.3877315,492.5833333,446.5555556,TRUE,
2019/10/24 19:00:00 JST,0.333658911,0.036140895,0.000650536,7.134740204,0,0,0,4.99456818,5.412848802,4.570215449,3.72188363,4.025029505,3.412044361,21.75575475,22.41191228,21.23697368,21.99717727,22.64325439,21.46448246,81.07228801,81.83600877,80.38490351,80.87204971,81.90073684,80.04973684,15.72272149,16.14977868,15.43989573,520.3530093,542.4722222,495.3333333,TRUE,
2019/10/24 21:00:00 JST,-0.264731004,0.019890837,0.000358035,4.662599684,0,0,0,4.285520073,4.54736186,4.069906736,3.203800035,3.395225098,3.046651279,20.85074379,21.21852632,20.39403509,21.05943202,21.44336842,20.67697368,82.35961769,82.91625439,81.84607018,82.61029386,83.10092982,81.96842105,15.21344783,15.43402934,14.96490759,553.9976852,558.8888889,544.1111111,TRUE,
2019/10/24 23:00:00 JST,-0.225868787,0.014334267,0.000258017,3.658056602,0,0,0,3.911257062,4.055956856,3.804626462,2.930123088,3.036490416,2.851748778,20.28285124,20.45707018,20.13991228,20.45216996,20.65033333,20.30039474,83.12493713,83.4620614,82.80188596,83.51934064,83.81469298,83.11634211,14.84716125,14.94733888,14.766023,571.5659722,580.5,559.9166667,TRUE,
2019/10/25 01:00:00 JST,-0.450397669,0.014883799,0.000267908,3.9428118,0,0,0,3.77335156,3.839458336,3.697146762,2.830037927,2.878896322,2.773989491,19.93614327,20.13884211,19.84682456,20.11832091,20.28311404,19.96297368,83.39921893,83.52100877,83.27232456,83.76859576,83.98983333,83.55949123,14.60403362,14.75253347,14.48818389,568.8553241,580.1111111,560.2222222,TRUE,
2019/10/25 03:00:00 JST,-0.926307506,0.02244168,0.00040395,6.113122822,0,0,0,3.669182509,3.757785847,3.594867186,2.756178245,2.823790867,2.700740122,19.42637281,19.83830702,19.14459649,19.66583041,19.93795614,19.49491228,83.63142727,83.75026316,83.27779825,83.76556615,84.07560526,83.23833333,14.22239067,14.47221901,13.99142702,542.3055556,558.75,526.3888889,TRUE,
2019/10/25 05:00:00 JST,-0.306734285,0.020055134,0.000360992,5.440010339,0,0,0,3.671237021,3.740632956,3.615975737,2.760489266,2.811737775,2.719787544,19.11928909,19.14764912,19.05299123,19.37093898,19.46835088,19.28049123,83.85274714,84.03291228,83.74034211,83.45764111,83.6142807,83.24578947,13.92625451,13.97066149,13.87862703,525.0809179,532.4722222,520.1388889,TRUE,
2019/10/25 07:00:00 JST,-0.856272356,0.026654753,0.000479786,7.379345857,3.097262427,12.08135965,0,3.607662395,3.632405257,3.592430603,2.712923582,2.729571241,2.702257516,19.17931506,19.47610526,19.03588596,19.34653765,19.62714035,19.25242105,83.99357346,84.11992105,83.83303509,83.71842873,83.89035088,83.56924561,13.95010885,14.2112242,13.86567653,519.4965278,532.7777778,509.8055556,TRUE,
2019/10/25 09:00:00 JST,0.54322245,0.030748761,0.000553478,7.783036289,19.73107749,43.50918421,5.560140351,3.85563821,4.329968782,3.605773655,2.886978781,3.228477479,2.706316957,20.41313852,21.85714035,19.53195614,20.55166155,21.89713158,19.67984211,83.80475877,84.20380702,83.0977193,83.88491045,84.31896491,83.18547368,15.00890796,16.11586936,14.25721586,525.8240741,536.9444444,513.8333333,TRUE,
2019/10/25 11:00:00 JST,-0.581917235,0.091081421,0.001639466,20.2339492,31.25520139,50.28017544,16.46865789,4.462291448,4.808790122,4.250646745,3.320356408,3.569284489,3.167841006,22.31503326,23.06750877,21.88251754,22.43514108,23.18835088,21.93028947,83.09735855,83.47748246,82.65816667,83.35499342,83.70048246,82.85125439,16.62072875,17.24555843,16.16903401,513.2835648,521,492.4722222,TRUE,
2019/10/25 13:00:00 JST,0.353355724,0.156674874,0.002820148,31.9673757,48.38290424,74.8555614,32.93731579,4.887302173,5.263120499,4.712853074,3.624975321,3.894403202,3.49893443,23.23544956,24.12850877,22.93105263,23.38598648,24.16945614,23.10840351,82.66157968,82.92948246,82.18444737,82.78802814,83.11891228,82.24263158,17.42839958,18.11495231,17.20720298,464.0127315,489.7222222,431.3888889,TRUE,
2019/10/25 15:00:00 JST,1.322596604,0.190134945,0.003422429,36.44582633,53.86657456,73.0854386,38.96985088,5.213078324,5.619851374,4.994087023,3.858198394,4.156341614,3.698882049,23.86197405,24.16617544,23.56363158,24.04005775,24.25276316,23.78197368,82.31356725,82.8144386,81.22270175,82.34397149,82.85991228,81.20322807,17.98946227,18.22655861,17.79888659,412.0844907,428.4722222,388.0555556,TRUE,
2019/10/25 17:00:00 JST,0.932868826,0.13035771,0.002346439,25.00299431,22.87833955,57.90364912,0,5.109092935,5.609275547,4.827652271,3.787137062,4.148594383,3.585491322,23.35602961,24.05568421,22.35077193,23.55941557,24.24772807,22.61577193,82.13969262,82.64723684,81.18029825,82.19924708,82.67940351,81.23292105,17.4805578,17.96652972,16.50433232,397.8217593,432.25,382.25,TRUE,
2019/10/25 19:00:00 JST,0.216586484,0.009242946,0.000166373,1.985739261,0,0,0,4.704212067,4.909589942,4.488515132,3.504149605,3.65177289,3.348748755,21.97168202,22.31731579,21.45055263,22.12297405,22.56675439,21.61385965,81.95437975,82.02373684,81.85382456,82.11192105,82.52269298,81.79419298,16.08022927,16.43546011,15.66712899,463.9618056,485.8888889,435.4722222,TRUE,
2019/10/25 21:00:00 JST,-0.34866223,0.01019135,0.000183444,2.314322519,0,0,0,4.385280448,4.483349842,4.342114352,3.277091815,3.346295858,3.244761551,21.09653509,21.37834211,20.91145614,21.18376888,21.54189474,21.07613158,81.77919146,81.96294737,81.59807018,82.33322273,82.51464912,82.21892105,15.27231012,15.59129339,15.15837266,502.6811594,509.5277778,487.8333333,TRUE,
2019/10/25 23:00:00 JST,-0.697678912,0.019546313,0.000351834,4.521834927,0,0,0,4.30365554,4.410243929,4.192356968,3.224297246,3.300205828,3.144584865,20.27306067,20.80704386,19.99416667,20.43093385,21.04542105,20.07823684,81.18607675,81.44978947,80.82682456,81.84192178,82.23151754,81.65259649,14.5333535,15.13147798,14.24486667,491.1238426,496.6944444,477.25,TRUE,
2019/10/26 01:00:00 JST,-0.283599904,0.010458591,0.000188255,2.509550035,0,0,0,4.160626401,4.258916108,4.015564673,3.1219763,3.195146304,3.014375965,19.93183662,20.02640351,19.79559649,19.97951389,20.06740351,19.85886842,81.27884942,81.78685965,80.75990351,81.94807273,82.46700877,81.58308772,14.17123581,14.27470572,14.13756922,478.150463,492.8333333,470.8888889,TRUE,
2019/10/26 03:00:00 JST,-0.268885022,-0.010745435,-0.000193418,-2.620275934,0,0,0,4.081548134,4.120365936,4.054029829,3.057904824,3.085133749,3.037317177,20.40888268,20.55099123,20.07828947,20.43442069,20.63664912,20.04670175,82.41783918,82.89127193,81.76314035,82.78035673,82.95413158,82.4820614,14.70148574,14.8913852,14.31997819,508.7037037,523.4444444,493.6944444,FALSE,auto omit
2019/10/26 05:00:00 JST,-1.086670941,0.010998551,0.000197974,2.801972034,0,0,0,3.990262395,4.100782375,3.92197626,2.988777679,3.070124189,2.942351946,20.4040943,20.58545614,19.89709649,20.50616301,20.66236842,20.03564912,83.23919846,83.45765789,82.93272807,83.23969664,83.53971053,82.92182456,14.84526245,15.03176914,14.40751889,533.6840278,539.5833333,524.9166667,TRUE,
2019/10/26 07:00:00 JST,1.394370771,0.096672827,0.001740111,20.8083307,46.91262185,162.7562763,0.162894737,4.276583189,5.937659741,3.8191028,3.199432803,4.398228804,2.86745018,20.65558183,24.43095712,19.64225439,20.66602644,23.69326023,19.78860526,82.43047813,83.33491228,79.49199415,82.35705327,83.24584211,79.54496784,14.84293858,17.05608098,14.21695202,538.4142512,545.1944444,518.4444444,TRUE,
2019/10/26 09:00:00 JST,8.164436294,1.260554869,0.022689988,119.2397757,216.6697962,272.5609035,169.6385789,10.19439744,12.61424316,6.324098116,7.485403784,9.231066612,4.674934556,26.5727197,27.79352632,25.21383431,26.22566326,27.39125439,24.30567251,65.71491788,78.61317836,58.82757018,69.94947454,78.99183626,64.99935965,17.24559214,18.10128132,16.56756663,415.494213,502.1944444,392.8333333,TRUE,
2019/10/26 11:00:00 JST,10.10282001,1.072990576,0.01931383,109.5722781,199.3112127,222.9866053,163.1390789,9.797778462,10.18280553,9.01684759,7.200152924,7.471346265,6.632879923,26.31989145,26.81208772,25.97061404,26.1324152,26.70604386,25.62255263,64.24572697,66.06208772,63.19652632,70.7241367,72.58014035,70.04364035,17.37715481,17.899675,16.85389035,385.5671296,390.3333333,380.4722222,TRUE,
2019/10/26 13:00:00 JST,7.689146097,0.851517889,0.015327322,97.30221686,143.701212,199.5623421,55.91633333,8.576449088,9.788557784,6.659972236,6.315409575,7.193591113,4.927752552,25.54940168,26.40958772,24.16231579,25.43713523,26.26533333,24.1220614,68.96796637,76.58102632,64.70061404,73.41424525,77.54818421,70.57937719,17.34616525,18.08396808,16.67304201,391.2546296,402.9722222,379.1388889,TRUE,
2019/10/26 15:00:00 JST,6.426332233,0.851180894,0.015321256,85.88550527,150.7184733,286.7327456,31.30836842,9.579233847,11.95645229,7.528955876,7.042024743,8.733703412,5.557230719,25.89859001,28.0815614,23.65274561,25.79948131,28.01183333,23.61626316,66.36898474,75.57153509,60.43664912,71.07073494,75.67315789,67.75614912,17.16494551,18.71522836,15.4772766,395.4541063,413.4166667,377.75,TRUE,
2019/10/26 17:00:00 JST,0.749365234,0.124706281,0.002244713,15.82593483,19.92768238,54.76521053,0,7.788728846,8.489507599,6.341147771,5.783122066,6.284763683,4.733303946,22.74269846,24.04282456,20.95104386,23.02036915,24.07053509,21.50914912,70.64349306,75.90204386,68.67664035,72.01353472,74.97,70.76582456,14.8532186,15.65672302,14.1692808,422.244213,438.9722222,413.8888889,TRUE,
2019/10/26 19:00:00 JST,0.461425483,0.022498232,0.000404968,4.306817798,0,0,0,5.20583,6.176727624,4.631903188,3.897799782,4.612735283,3.478570344,20.0988739,20.81871053,19.31407895,20.57505044,21.37257895,19.72913158,79.13991155,80.17986842,76.41569298,78.27241118,79.58774561,75.41410526,14.01386527,14.24972974,13.5626979,478.8703704,511.0833333,441.7777778,TRUE,
2019/10/26 21:00:00 JST,-0.133813833,0.020388516,0.000366993,4.745283465,0,0,0,4.264466489,4.597517368,4.038318948,3.208848695,3.453388383,3.041984862,18.8474174,19.24803509,18.38920175,19.15195029,19.67480702,18.76431579,80.67588779,81.13584211,80.27062281,80.52914401,81.21935965,79.67100877,13.26642803,13.53358881,13.01118989,532.2650463,554.7222222,512.8055556,TRUE,
2019/10/26 23:00:00 JST,-0.324223343,0.010424929,0.000187649,2.651555185,0,0,0,3.937867369,4.088041194,3.755426527,2.964016274,3.077228769,2.825428682,19.00219073,19.19958918,18.83052632,19.07335772,19.20366618,18.98722807,81.58272736,82.49143519,80.66572807,81.92180647,82.89987281,81.21235088,13.43326691,13.69785368,13.28123589,564.4560185,570.4166667,556.5833333,TRUE,
2019/10/27 01:00:00 JST,-0.894367816,0.011177151,0.000201189,2.991836436,0,0,0,3.743452531,3.769255374,3.694231007,2.813737281,2.832361203,2.776366532,19.45825043,19.5777193,19.23381725,19.48167323,19.61867544,19.22721004,82.6248215,82.84768421,82.39967544,83.24669719,83.51381579,82.94699561,13.98201925,14.12181305,13.72444758,559.4363426,569.5833333,554.1944444,TRUE,
2019/10/27 03:00:00 JST,-0.415600851,0.01968943,0.00035441,5.305957676,0,0,0,3.701956188,3.769391087,3.649686723,2.781658504,2.832823877,2.741786735,19.49766095,19.59799123,19.34163158,19.57530664,19.65321053,19.47533333,83.14392639,83.34059649,82.78704386,83.52892868,83.83332456,83.13173684,14.1066924,14.21969849,13.95735034,567.7077295,576.2222222,559,TRUE,
2019/10/27 05:00:00 JST,-0.821440744,0.024673098,0.000444116,6.655773561,0,0,0,3.71240922,3.763491961,3.649625663,2.789946545,2.828884819,2.743078664,19.40554788,19.47929825,19.3350614,19.5290402,19.59648246,19.47265789,83.46574963,83.66114912,83.21539474,83.43524269,83.6814386,83.14862281,14.05244501,14.11611024,13.95801559,576.1469907,582.4166667,571.3888889,TRUE,
2019/10/27 07:00:00 JST,0.31354696,0.058005069,0.001044091,15.25307732,21.6278962,42.66213158,0,3.784180091,4.050616336,3.622554843,2.842826866,3.034382182,2.725056491,19.49487719,20.34745614,19.07715789,19.6213114,20.4695614,19.20623684,83.27107675,83.71448246,82.81196491,83.22294481,83.64896491,82.85070175,14.09578261,14.76036985,13.79079218,569.0127315,578.5833333,549.5555556,TRUE,
2019/10/27 09:00:00 JST,4.017347428,0.550140986,0.009902538,65.44629167,170.1447262,202.1471558,41.34268421,7.994420233,9.759750321,4.055883957,5.868997147,7.149585998,3.037597022,26.03177101,27.55633701,20.4112807,26.1683192,27.54401486,20.54020175,73.91438788,82.91370175,68.73681833,76.45632647,83.01804386,72.41634574,18.83073307,19.75750024,14.83026302,422.3383972,547.75,395.0026667,TRUE,
2019/10/27 11:00:00 JST,9.706062763,1.425043628,0.025650785,124.0466063,196.5663308,235.9747456,172.1755136,11.51805952,12.13101578,11.16448517,8.461983066,8.874204681,8.21988391,26.28125869,27.38595614,25.75332383,26.20245873,27.4867807,25.58115132,57.38079254,60.14190351,55.87778947,65.7184708,66.52083333,64.93842105,16.23257446,17.62867743,15.58750195,400.5508333,407.2222222,387.2222222,TRUE,
2019/10/27 13:00:00 JST,11.08017613,1.691231837,0.030442173,117.1626871,318.3062705,489.0371491,158.4585702,14.45632001,17.43655825,11.41898012,10.5710802,12.73497462,8.390145033,27.34855775,28.40301754,25.81962281,27.48135855,28.66939474,25.87984211,54.25754971,60.55836842,46.12122807,60.32201462,66.09994737,52.80532456,15.96797879,18.306013,14.21585202,399.2071759,407.3888889,384.3055556,TRUE,
2019/10/27 15:00:00 JST,7.035701938,1.29682759,0.023342897,90.54115378,201.1067731,389.0469298,93.4472807,14.0711208,16.93847437,11.53521858,10.32386175,12.3930735,8.476145504,26.54007628,27.40118421,26.20481579,26.59998055,27.45703509,26.16163158,52.39738825,61.82434211,46.64847368,59.13022654,65.60326316,53.16423684,14.90426211,16.2393751,13.64809524,405.4190821,411.2777778,401.5,TRUE,
2019/10/27 17:00:00 JST,1.454174268,0.320484971,0.005768729,28.72082619,25.45705373,90.09164912,0,10.94793971,11.60917772,9.212272475,8.105297561,8.611850636,6.855044162,23.70746089,26.09342982,21.94946491,23.91152339,26.03910526,22.43076316,61.30548721,66.24475439,58.14319298,62.61182054,65.80415789,59.02046491,13.62123286,16.08663562,12.30606762,425.3854167,443.8611111,405.5833333,TRUE,
2019/10/27 19:00:00 JST,-0.417124306,0.019618499,0.000353133,2.494680132,0,0,0,7.772219267,8.93968732,7.32371614,5.796452242,6.654063191,5.470289951,21.25392544,21.86298246,20.86200877,21.76203253,22.34900877,21.32726316,70.68258845,71.55877193,67.21185965,69.79915826,70.75432456,66.4732193,13.38567539,13.55653383,13.18523215,459.4282407,466.5,446.1666667,TRUE,
2019/10/27 21:00:00 JST,-0.188704194,0.023629633,0.000425333,3.759528444,0,0,0,6.365167369,7.266762866,5.85625604,4.760966924,5.428095403,4.388060274,20.45855519,20.8389386,19.92986842,20.90051754,21.3084386,20.39938596,74.27367288,75.63807895,71.75835088,73.93011659,75.23978947,70.94958772,13.48764459,13.64842308,13.2560859,489.4618056,511.6111111,467.25,TRUE,
2019/10/27 23:00:00 JST,-0.703235906,0.034109933,0.000613979,5.872563887,0,0,0,5.817906192,5.966630125,5.62393438,4.360083384,4.470323661,4.216528497,19.96996235,20.11164035,19.86569298,20.34642178,20.43390351,20.18197368,74.88761915,75.6477807,74.25329825,75.32288085,75.95908772,74.81702632,13.30746854,13.33767996,13.18987659,501.4074074,513.9444444,485.1944444,TRUE,
2019/10/28 01:00:00 JST,-0.816907947,0.042747094,0.000769448,7.234881271,0,0,0,5.908597776,5.980956665,5.786264389,4.434179873,4.489206492,4.33902023,19.60949488,19.821,19.44939474,19.94239803,20.16877193,19.77148246,73.23165351,74.25544737,72.66884211,74.301072,75.18317544,73.87230702,12.82152334,13.14594561,12.63352871,473.0231481,484,468.25,TRUE,
2019/10/28 03:00:00 JST,-0.626792599,0.047157589,0.000848837,8.203479677,0,0,0,5.760012791,5.917766397,5.595052464,4.327913069,4.443801271,4.207249031,19.23753432,19.46317544,18.9670614,19.58429596,19.76016667,19.35704386,73.41486117,73.84215789,72.85844737,74.38934668,74.76773684,73.9732193,12.56942653,12.62921284,12.46522274,473.4673913,477.3888889,469.4166667,TRUE,
2019/10/28 05:00:00 JST,-0.688276119,0.122448479,0.002204073,22.31711732,0,0,0,5.503420645,5.663789586,5.15645953,4.143150293,4.261366631,3.8887683,18.61213304,18.93510526,18.00397368,19.01325841,19.3192193,18.50408772,74.6342098,75.7210614,73.92545614,74.64850841,75.47595614,74.19320175,12.19686377,12.45111409,11.96588242,487.5127315,493.75,478.3611111,TRUE,
2019/10/28 07:00:00 JST,1.25817389,0.202955214,0.003653194,40.12510284,32.43437829,130.7664649,0,4.986033051,6.5645327,4.490758868,3.754989223,4.88876891,3.391694552,18.42109028,22.38554386,17.48852632,18.77822442,22.05116667,18.01228947,76.19139583,77.77692982,70.87716667,76.80084137,78.06108772,75.07235965,12.39864103,14.65703407,11.85230733,493.9722222,502,455.1944444,TRUE,
2019/10/28 09:00:00 JST,11.00605228,1.583203047,0.028497655,111.7998136,290.8580548,423.2059561,147.7835351,13.45346235,17.97284604,7.059988924,9.80714207,13.01624758,5.244284506,28.04152705,30.85067544,23.15839474,28.01118019,30.60155263,22.78144737,60.35390351,69.59796491,51.01065789,64.85825877,74.38965789,58.43404386,17.65272304,18.95316923,15.13940595,396.9594907,445.7222222,379.3888889,TRUE,
